Asset1,Asset2,Asset3,Asset7,Asset8,Asset9,B2B_purchase1,Capital1,CapitalRatio1,Cost1,Cost10,Cost11,Cost12,Cost13,Cost14,Cost15,Cost16,Cost17,Cost2,Cost3,Cost4,Cost5,Cost8,Cost9,Design1,Emp_female,Emp_male,Emp_total,EquityShareCapital,ITAssetC,Liability1,Liability2,Liability3,NProfitB4Tax,OutsourcingCost,Patent1,RNDcost1,RevProfit1,RevProfit2,TAssetC1,TAssetC2,TAssetC3,TAssetC4,TAssetC5,TAssetC6,TAssetC7,TAssetC8,TradeMark1,UMR1,emp2,emp3,emp4,emp6,emp66,emp7,emp8
4503,1879,2.0,71.0,2433.0,,,858,0.0,4194,253,77.0,54.0,0.0,1596,163.0,142.0,0.0,1496,163,5690.0,1847.0,1739,124,0.0,10.0,70.0,80,500.0,0.0,3645,1416.0,2229.0,86,0.0,0.0,0.0,5890,49,7558.0,0.0,0.0,0.0,0.0,7202.0,356.0,0.0,0.0,0.0,80,70.0,10.0,13,0.0,10.0,3.0
3055,1044,28.0,15.0,1968.0,,,672,0.0,10910,298,157.0,0.0,0.0,543,2.0,1.0,1.0,1363,2,12273.0,2649.0,8611,15,0.0,9.0,134.0,143,410.0,0.0,2383,1702.0,681.0,136,,0.0,,12184,227,872.0,0.0,0.0,0.0,2.0,865.0,5.0,0.0,0.0,0.0,143,134.0,9.0,29,,20.0,9.0
7800,584,49.0,3255.0,3734.0,140.0,,1154,0.0,7460,342,113.0,0.0,0.0,2457,1173.0,173.0,0.0,856,1173,8316.0,0.0,5380,24,0.0,1.0,98.0,99,1150.0,0.0,6646,5371.0,1275.0,127,,0.0,0.0,9525,91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,98.0,1.0,7,,6.0,1.0
5091,1747,13.0,,3234.0,,,-3396,0.0,14538,779,172.0,0.0,0.0,5000,139.0,105.0,1.0,1373,139,15911.0,0.0,9907,53,,9.0,160.0,169,492.0,0.0,8487,3277.0,5210.0,1343,,0.0,,17103,290,731.0,0.0,0.0,47.0,0.0,671.0,13.0,0.0,,,169,160.0,9.0,26,,20.0,6.0
34799,10684,199.0,6867.0,13574.0,,12188.0,22543,0.0,35392,2931,496.0,0.0,0.0,10399,279.0,166.0,7.0,4750,279,40142.0,12190.0,13911,215,,10.0,261.0,271,1713.0,0.0,12256,5999.0,6257.0,4932,,,,44493,860,3739.0,63.0,0.0,0.0,0.0,3648.0,28.0,0.0,,,58,48.0,10.0,58,,48.0,10.0
8641,1311,84.0,293.0,6698.0,,3537.0,5470,0.0,13215,708,200.0,4.0,0.0,1200,47.0,47.0,0.0,1480,47,14695.0,3121.0,9462,0,0.0,6.0,159.0,165,400.0,0.0,3171,2149.0,1022.0,1288,30.0,0.0,,15853,177,513.0,0.0,0.0,0.0,0.0,513.0,0.0,0.0,0.0,0.0,165,159.0,6.0,165,,159.0,6.0
48092,29980,573.0,1182.0,14245.0,,,21174,0.0,20109,1688,132.0,1.0,-113.0,10409,936.0,837.0,0.0,1604,936,21713.0,2.0,3872,5722,0.0,2.0,63.0,65,500.0,0.0,26918,18957.0,7961.0,-3728,,0.0,,17362,1559,5701.0,0.0,0.0,0.0,0.0,5698.0,3.0,0.0,0.0,0.0,65,63.0,2.0,14,,12.0,2.0
18199,812,26.0,31.0,16695.0,135.0,0.0,-2129,0.0,14741,3368,160.0,19.0,0.0,10695,454.0,401.0,0.0,4160,454,18901.0,704.0,3885,70,0.0,35.0,46.0,81,3000.0,55.0,20328,17518.0,2810.0,-3679,0.0,0.0,0.0,15461,215,380.0,0.0,0.0,0.0,356.0,20.0,4.0,0.0,0.0,0.0,79,44.0,35.0,61,,31.0,30.0
71363,8183,600.0,9681.0,52019.0,,,9030,0.0,33550,1715,71.0,0.0,-7.0,29998,4067.0,1769.0,0.0,2582,4067,36132.0,0.0,4265,90,0.0,7.0,103.0,110,621.0,0.0,62333,15662.0,46671.0,1048,,0.0,,37843,3404,27689.0,0.0,0.0,0.0,0.0,27517.0,0.0,172.0,0.0,0.0,105,101.0,4.0,15,,11.0,4.0
64434,5355,521.0,2821.0,52763.0,,12900.0,28983,0.0,40957,147,753.0,0.0,0.0,41976,1975.0,1133.0,0.0,6426,1975,47383.0,0.0,4433,74,0.0,6.0,186.0,192,2923.0,0.0,35451,17547.0,17904.0,3112,,0.0,,49924,2546,86.0,28.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179,177.0,2.0,12,,10.0,2.0
14949,6202,261.0,1626.0,6633.0,,0.0,7075,0.0,22644,1007,43.0,0.0,5.0,3632,264.0,160.0,1.0,1745,264,24389.0,4595.0,3679,11428,0.0,8.0,93.0,101,700.0,0.0,7874,7046.0,828.0,1479,0.0,0.0,0.0,24999,1133,1737.0,0.0,0.0,0.0,0.0,1729.0,8.0,0.0,2.0,0.0,101,93.0,8.0,28,4.0,20.0,8.0
42775,8027,483.0,546.0,32768.0,5.0,,11297,0.0,48453,3073,9.0,0.0,1.0,37737,5236.0,1333.0,0.0,2297,5236,50750.0,0.0,9817,113,0.0,6.0,191.0,197,3000.0,0.0,31478,17823.0,13655.0,2155,,0.0,,55507,2634,9830.0,363.0,0.0,0.0,0.0,3610.0,0.0,5857.0,0.0,0.0,197,191.0,6.0,27,,21.0,6.0
46050,15647,129.0,27912.0,2362.0,,11629.0,18818,52.0,11629,885,46.0,49.0,2.0,6996,1304.0,1020.0,2.0,6686,1304,18315.0,3226.0,6978,133,0.0,34.0,60.0,94,6502.0,0.0,27232,23598.0,3634.0,936,,0.0,,18701,1854,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,87,57.0,30.0,46,,25.0,21.0
39510,4789,540.0,1755.0,32092.0,,5780.0,8802,0.0,17193,2780,132.0,5.0,-7.0,5374,2134.0,1231.0,14.0,1480,2134,18673.0,5780.0,4319,290,0.0,2.0,88.0,90,1200.0,0.0,30708,16879.0,13829.0,808,0.0,0.0,0.0,19734,1881,7918.0,0.0,0.0,0.0,0.0,7918.0,0.0,0.0,0.0,0.0,12,10.0,2.0,12,,10.0,2.0
134962,4911,948.0,1340.0,127233.0,70.0,,22200,0.0,47517,8599,388.0,0.0,-4.0,14247,7798.0,5761.0,1.0,4243,7798,51760.0,17222.0,11230,78,0.0,6.0,225.0,231,2700.0,0.0,112762,55673.0,57089.0,1555,,0.0,,57842,3271,11145.0,0.0,0.0,0.0,0.0,10028.0,0.0,1117.0,0.0,0.0,231,225.0,6.0,31,,25.0,6.0
16340,1302,383.0,94.0,14392.0,,,3585,0.0,10602,1252,58.0,0.0,0.0,3316,679.0,538.0,0.0,940,679,11542.0,3107.0,3787,22,0.0,3.0,76.0,79,2200.0,0.0,12755,8262.0,4493.0,730,,0.0,,12932,19,1071.0,0.0,0.0,0.0,0.0,1069.0,2.0,0.0,0.0,0.0,79,76.0,3.0,8,,5.0,3.0
21958,376,328.0,1871.0,19266.0,,,-10018,0.0,11566,2442,68.0,0.0,1.0,7098,2442.0,2058.0,0.0,776,2442,12342.0,0.0,2703,30,0.0,3.0,73.0,76,1000.0,0.0,31976,24946.0,7030.0,-2115,,0.0,,12127,542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76,73.0,3.0,10,,7.0,3.0
35045,4513,164.0,60.0,29786.0,,4928.0,6089,0.0,41176,2228,137.0,0.0,11.0,29980,1771.0,915.0,0.0,1525,1771,42701.0,4971.0,5320,54,0.0,7.0,106.0,113,2100.0,0.0,28956,12410.0,16546.0,410,,0.0,,44529,353,1112.0,0.0,0.0,0.0,0.0,1101.0,11.0,0.0,0.0,0.0,113,106.0,7.0,22,,15.0,7.0
21521,6679,152.0,2183.0,12305.0,,,7031,0.0,9406,1776,60.0,0.0,5.0,5383,716.0,541.0,13.0,2160,716,11566.0,0.0,4342,0,0.0,3.0,57.0,60,500.0,0.0,14490,4808.0,9682.0,2235,,0.0,,13059,1458,728.0,281.0,401.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,60,57.0,3.0,10,,7.0,3.0
12163,5679,,965.0,5197.0,,2700.0,1834,0.0,13120,1120,73.0,0.0,0.0,9819,765.0,288.0,5.0,1378,765,14498.0,0.0,3477,9,0.0,3.0,55.0,58,575.0,0.0,10329,6079.0,4250.0,-1161,,0.0,,13173,929,493.0,195.0,298.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58,55.0,3.0,8,,5.0,3.0
62889,9548,2695.0,1381.0,47873.0,,9584.0,6772,25.0,53175,2648,582.0,2.0,343.0,39082,8967.0,2265.0,4.0,2594,8967,55769.0,0.0,12975,137,0.0,9.0,90.0,99,3500.0,0.0,56117,25256.0,30861.0,-4579,,0.0,,59112,1045,9304.0,0.0,0.0,0.0,0.0,9285.0,19.0,0.0,0.0,0.0,99,90.0,9.0,23,,14.0,9.0
10534,1964,150.0,,7303.0,,8044.0,4386,0.0,8044,301,48.0,0.0,0.0,6498,258.0,188.0,0.0,939,258,8983.0,0.0,2134,2,0.0,3.0,67.0,70,600.0,0.0,6148,3375.0,2773.0,296,,0.0,,9286,251,813.0,813.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70,67.0,3.0,8,,5.0,3.0
28536,6134,195.0,61.0,21142.0,,5686.0,10083,0.0,26873,1566,171.0,0.0,1.0,17898,1849.0,321.0,0.0,2607,1849,29480.0,5689.0,4058,97,0.0,4.0,80.0,84,500.0,0.0,18453,6786.0,11667.0,352,,0.0,,29860,1821,13128.0,0.0,0.0,0.0,0.0,13122.0,6.0,0.0,0.0,0.0,84,80.0,4.0,14,,10.0,4.0
140270,91316,1548.0,175.0,21155.0,259.0,330490.0,73678,0.0,306463,2649,435.0,3672.0,76.0,56111,2515.0,0.0,434.0,24027,2515,330490.0,199446.0,38718,29383,43.0,309.0,327.0,636,50000.0,144.0,66592,66592.0,,22599,43260.0,0.0,,350981,4623,16987.0,8553.0,116.0,0.0,0.0,21.0,6186.0,2111.0,96.0,,617,311.0,306.0,10,,5.0,5.0
6847,6073,,,137.0,,,2014,0.0,0,72,94.0,1.0,2137.0,3294,26.0,6.0,0.0,19600,26,19600.0,0.0,13904,98,0.0,16.0,364.0,380,300.0,0.0,4833,4833.0,0.0,377,,0.0,,18106,1897,33.0,0.0,0.0,0.0,0.0,18.0,15.0,0.0,0.0,0.0,352,336.0,16.0,17,,1.0,16.0
64499,11614,23.0,1024.0,48633.0,642.0,,41757,0.0,66758,2034,158.0,0.0,1150.0,61454,874.0,486.0,0.0,4629,874,71387.0,0.0,5389,1202,0.0,20.0,92.0,112,11000.0,,22742,11979.0,10763.0,9613,,0.0,,81347,527,,,,,,,,,0.0,0.0,91,73.0,18.0,14,,11.0,3.0
28081,7669,,2.0,17843.0,350.0,,10769,0.0,47049,172,204.0,4.0,13.0,44132,745.0,501.0,0.0,1573,745,48622.0,0.0,2935,1162,0.0,4.0,80.0,84,3000.0,0.0,17312,7366.0,9946.0,3424,,0.0,,52442,349,27.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,32,28.0,4.0,8,,7.0,1.0
704001,143145,783.0,274834.0,225020.0,15516.0,,536669,0.0,510250,10096,6683.0,46.0,400.0,412018,14575.0,2191.0,440.0,32425,14575,542675.0,0.0,97641,15791,0.0,47.0,716.0,763,11499.0,20.0,167332,131873.0,35459.0,20925,83900.0,2.0,,567009,11166,18540.0,397.0,12933.0,109.0,0.0,1508.0,5449.0,-1856.0,21.0,0.0,102,87.0,15.0,58,,56.0,2.0
17657,15332,,95.0,234.0,207.0,,1403,20.0,16481,209,24.0,1.0,0.0,3875,196.0,0.0,1.0,2491,196,18972.0,0.0,14660,203,,17.0,58.0,75,500.0,267.0,16254,15384.0,870.0,728,0.0,0.0,0.0,19609,287,152.0,0.0,0.0,0.0,0.0,0.0,109.0,43.0,,,75,58.0,17.0,75,1.0,58.0,17.0
24112,3290,2980.0,12.0,17800.0,,8922.0,9212,0.0,12849,617,81.0,1.0,5.0,1507,937.0,786.0,0.0,1417,937,14266.0,10039.0,2016,0,0.0,24.0,27.0,51,2000.0,0.0,14900,14218.0,682.0,-392,,0.0,,14629,182,232.0,0.0,57.0,0.0,114.0,29.0,32.0,0.0,0.0,0.0,51,27.0,24.0,17,4.0,13.0,4.0
20142,11183,,1470.0,4154.0,15.0,,11278,0.0,39742,101,141.0,20.0,-27.0,22873,476.0,0.0,13.0,5164,476,44906.0,0.0,21789,9,0.0,12.0,248.0,260,363.0,2.0,8864,8256.0,608.0,3930,,0.0,,47253,2059,5.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,260,248.0,12.0,60,,48.0,12.0
131454,16574,1743.0,,110938.0,195.0,,16084,60.0,70243,5759,76.0,9.0,0.0,35513,4626.0,4497.0,0.0,3027,4626,73270.0,0.0,5928,25985,0.0,10.0,85.0,95,92000.0,52.0,115370,21688.0,93682.0,-7834,19844.0,0.0,305.0,68893,1169,4168.0,0.0,0.0,493.0,3403.0,0.0,222.0,50.0,0.0,0.0,95,85.0,10.0,22,,16.0,6.0
680228,106508,6140.0,455.0,233614.0,317993.0,,571349,30.0,120893,27652,1594.0,6.0,3.0,50554,7056.0,5306.0,0.0,5877,7056,126770.0,0.0,45460,1501,0.0,23.0,672.0,695,577125.0,1154.0,108879,23045.0,85834.0,51455,,0.0,,181948,3333,11955.0,0.0,0.0,143.0,1316.0,55.0,34677.0,-24236.0,1.0,0.0,695,672.0,23.0,161,,138.0,23.0
76988,18449,3500.0,540.0,43165.0,1750.0,10115.0,20134,0.0,101790,6125,1350.0,395.0,41.0,29749,4293.0,1262.0,5.0,3545,4293,105335.0,0.0,34797,32878,0.0,4.0,528.0,532,27305.0,0.0,56854,37011.0,19843.0,-11159,9789.0,0.0,,98148,321,1249.0,0.0,0.0,70.0,0.0,0.0,1179.0,0.0,0.0,0.0,532,528.0,4.0,34,,30.0,4.0
9814,2782,,,3524.0,15.0,7854.0,1539,0.0,6312,137,393.0,0.0,0.0,6312,370.0,347.0,0.0,8381,370,14693.0,0.0,7851,0,0.0,1.0,109.0,110,3290.0,10.0,8275,3276.0,4999.0,248,,0.0,,15233,78,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,110,109.0,1.0,10,4.0,9.0,1.0
6584,4912,,1039.0,238.0,,,5714,0.0,12254,19,320.0,10.0,0.0,2163,141.0,133.0,7.0,3979,141,16233.0,0.0,11206,2515,0.0,56.0,303.0,359,400.0,0.0,870,870.0,,1078,,0.0,,16981,471,50.0,0.0,0.0,14.0,0.0,7.0,29.0,0.0,0.0,0.0,359,303.0,56.0,12,949.0,9.0,3.0
46132,38431,3357.0,,1812.0,,,-184231,100.0,62350,309,147.0,43.0,-1265.0,17187,9827.0,0.0,0.0,4279,9827,66629.0,0.0,23592,26616,0.0,10.0,371.0,381,4108.0,0.0,230363,16019.0,214344.0,-1307,3734.0,0.0,,67803,7346,1395.0,0.0,0.0,4.0,317.0,0.0,77.0,997.0,0.0,0.0,381,371.0,10.0,44,102.0,34.0,10.0
25787,16078,53.0,5087.0,2976.0,646.0,,10979,0.0,17433,273,12.0,45.0,0.0,5920,910.0,100.0,506.0,3462,910,20895.0,570.0,13998,77,0.0,16.0,132.0,148,3000.0,643.0,14808,5777.0,9031.0,2975,,0.0,,24262,518,65.0,0.0,0.0,0.0,0.0,0.0,109.0,-44.0,0.0,0.0,140,126.0,14.0,140,25.0,126.0,14.0
40439,24362,493.0,15.0,8308.0,6058.0,,29328,30.0,51076,2475,126.0,1.0,-57.0,24363,6.0,0.0,2.0,2906,6,53982.0,0.0,11238,15836,0.0,5.0,151.0,156,10000.0,0.0,11111,4286.0,6825.0,6012,9493.0,0.0,,58576,1424,91.0,0.0,0.0,0.0,0.0,0.0,91.0,0.0,0.0,0.0,156,151.0,5.0,31,,26.0,5.0
9902,4993,,1.0,3308.0,5.0,,8802,100.0,0,302,30.0,1.0,0.0,544,2128.0,0.0,0.0,4929,2128,4929.0,0.0,4047,5,0.0,15.0,44.0,59,500.0,0.0,1100,545.0,555.0,-1639,,0.0,,4898,520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,59,44.0,15.0,7,,5.0,2.0
9418,6949,,1694.0,282.0,,,-4188,0.0,27349,79,978.0,0.0,6.0,16946,313.0,180.0,5.0,3372,313,30721.0,28.0,12515,169,0.0,9.0,162.0,171,800.0,0.0,13606,10116.0,3490.0,-2241,,0.0,,28471,322,12.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,171,162.0,9.0,21,300.0,12.0,9.0
10274,9393,,106.0,344.0,87.0,,5356,0.0,8948,146,42.0,0.0,0.0,1577,58.0,0.0,1.0,3542,58,12490.0,0.0,10490,235,0.0,12.0,106.0,118,3000.0,0.0,4918,4918.0,,2682,0.0,1.0,0.0,15028,202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118,106.0,12.0,118,,106.0,12.0
13145,5101,,5971.0,2038.0,11.0,,4596,0.0,15518,273,6.0,0.0,20.0,8620,412.0,190.0,1.0,2379,412,17897.0,0.0,8958,20,0.0,13.0,119.0,132,400.0,0.0,8549,4015.0,4534.0,202,,0.0,,17565,946,250.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132,119.0,13.0,32,,19.0,13.0
61388,16203,,126.0,43498.0,,112.0,11387,0.0,0,1034,635.0,1.0,0.0,1666,4251.0,1442.0,10.0,10019,4251,10019.0,0.0,6677,6,0.0,27.0,36.0,63,1000.0,0.0,50001,27781.0,22220.0,-1022,0.0,0.0,0.0,12719,529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63,36.0,27.0,37,,30.0,7.0
18981,2331,,77.0,16546.0,,0.0,14496,0.0,3355,580,218.0,1.0,0.0,1439,119.0,61.0,1.0,1379,119,4734.0,10.0,2486,0,0.0,10.0,48.0,58,500.0,0.0,4485,3635.0,850.0,1026,0.0,0.0,0.0,5863,16,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,58,48.0,10.0,23,,13.0,10.0
30185,2955,,30.0,27192.0,2.0,,17402,0.0,2624,509,218.0,1.0,0.0,1008,459.0,408.0,12.0,1920,459,4544.0,7.0,2801,0,0.0,10.0,47.0,57,500.0,0.0,12783,11977.0,806.0,1132,,0.0,,5739,396,1801.0,0.0,0.0,0.0,0.0,0.0,0.0,1801.0,0.0,0.0,57,47.0,10.0,27,,17.0,10.0
210596,110966,30970.0,59286.0,4177.0,1395.0,217819.0,107296,0.0,217820,2075,955.0,97.0,536.0,85003,8517.0,511.0,0.0,38191,8517,256011.0,102297.0,62720,2328,0.0,56.0,360.0,416,10000.0,298.0,103300,101054.0,2246.0,30912,,1.0,,278981,16459,450.0,0.0,0.0,0.0,0.0,37.0,413.0,0.0,0.0,0.0,416,360.0,56.0,416,78.0,360.0,56.0
9404,5106,,1099.0,3035.0,1.0,,4069,0.0,0,118,231.0,4.0,0.0,22068,227.0,204.0,16.0,26881,227,26881.0,0.0,3761,699,0.0,10.0,48.0,58,500.0,0.0,5335,5335.0,,165,,0.0,,26918,355,93.0,0.0,0.0,0.0,0.0,81.0,12.0,0.0,1.0,0.0,58,48.0,10.0,21,5.0,16.0,5.0
3458,3315,,18.0,83.0,12.0,,2175,0.0,0,63,216.0,0.0,1.0,570,0.0,0.0,0.0,7279,0,7279.0,0.0,6417,12,0.0,183.0,40.0,223,500.0,0.0,1283,1283.0,,595,,0.0,,7811,63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223,40.0,183.0,3,,2.0,1.0
60509,19468,,3756.0,36177.0,,,28053,0.0,0,339,109.0,308.0,1580.0,154785,2103.0,301.0,313.0,165933,2103,165933.0,0.0,8419,393,0.0,64.0,94.0,158,1000.0,0.0,32456,30810.0,1646.0,1981,,0.0,,167855,2162,18832.0,11075.0,6033.0,0.0,0.0,300.0,65.0,1359.0,0.0,0.0,102,41.0,61.0,102,,41.0,61.0
27118,2866,,201.0,23612.0,,,5427,0.0,6022,571,71.0,1.0,4.0,1304,1047.0,1047.0,0.0,874,1047,6896.0,0.0,4353,592,0.0,3.0,106.0,109,7500.0,0.0,21691,2614.0,19077.0,813,,0.0,,8697,59,64.0,0.0,0.0,0.0,57.0,0.0,7.0,0.0,0.0,0.0,13,10.0,3.0,13,,10.0,3.0
16196,963,45.0,,14990.0,,0.0,3030,0.0,6823,1664,33.0,1.0,0.0,993,216.0,206.0,7.0,660,216,7483.0,1.0,4763,28,0.0,5.0,119.0,124,1700.0,0.0,13166,5928.0,7238.0,310,0.0,0.0,0.0,7972,37,9228.0,0.0,0.0,0.0,0.0,9228.0,0.0,0.0,0.0,0.0,124,119.0,5.0,7,,5.0,2.0
6573,1540,19.0,28.0,4857.0,,185.0,4277,0.0,2747,409,155.0,4.0,1.0,1091,6.0,5.0,1.0,1086,6,3833.0,188.0,1985,0,0.0,25.0,31.0,56,600.0,0.0,2296,544.0,1752.0,1113,,0.0,0.0,4681,271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56,31.0,25.0,56,10.0,31.0,25.0
43708,4208,1331.0,307.0,36974.0,1.0,2320.0,19741,0.0,12395,2220,352.0,96.0,50.0,5569,1338.0,1257.0,66.0,5858,1338,18253.0,2173.0,7784,9,0.0,81.0,146.0,227,4000.0,0.0,23967,21732.0,2235.0,-808,0.0,0.0,0.0,18433,350,2245.0,0.0,1447.0,0.0,0.0,0.0,798.0,0.0,0.0,0.0,146,88.0,58.0,146,16.0,88.0,58.0
94159,2354,1255.0,,90347.0,1.0,1832.0,34932,0.0,19327,2384,338.0,0.0,0.0,7363,2502.0,1923.0,0.0,1869,2502,21196.0,1832.0,8924,355,0.0,101.0,110.0,211,350.0,0.0,59227,5360.0,53867.0,790,74.0,0.0,,23194,1294,1239.0,0.0,0.0,0.0,557.0,11.0,536.0,135.0,3.0,0.0,211,110.0,101.0,37,48.0,20.0,17.0
10973,8074,755.0,3.0,1361.0,1.0,4571.0,3588,0.0,39098,587,1527.0,0.0,7.0,13542,78.0,20.0,6.0,2787,78,41885.0,10102.0,12590,3530,0.0,201.0,286.0,487,1000.0,0.0,7385,5787.0,1598.0,1921,,0.0,,43492,392,1112.0,0.0,0.0,108.0,0.0,184.0,820.0,0.0,28.0,0.0,301,189.0,112.0,28,,17.0,11.0
288115,16843,2149.0,837.0,262319.0,1592.0,9108.0,185263,0.0,9108,9325,1212.0,946.0,11.0,24763,8122.0,2435.0,225.0,57923,8122,67031.0,9937.0,19416,1421,0.0,146.0,300.0,446,38333.0,249.0,102852,76938.0,25914.0,7153,6690.0,0.0,,75757,6549,36194.0,0.0,0.0,0.0,0.0,0.0,37871.0,-1677.0,7.0,0.0,446,300.0,146.0,74,,44.0,30.0
124710,5973,79.0,10127.0,97217.0,5804.0,16090.0,2742,100.0,6,3974,41.0,105.0,0.0,6606,10009.0,9551.0,4.0,16090,10009,16096.0,6.0,4479,885,0.0,253.0,18.0,271,9000.0,5785.0,121968,19511.0,102457.0,3556,533.0,0.0,,26938,2723,8753.0,8372.0,0.0,0.0,135.0,0.0,15.0,231.0,0.0,0.0,6,1.0,5.0,6,21.0,1.0,5.0
58882,14451,15.0,40.0,44244.0,,,9707,0.0,4561,919,260.0,2.0,0.0,2833,1099.0,894.0,1.0,1830,1099,6391.0,464.0,1913,0,0.0,21.0,21.0,42,11180.0,0.0,49175,7820.0,41355.0,818,330.0,0.0,,8131,177,46.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,42,21.0,21.0,5,,2.0,3.0
8101,247,,,7828.0,,64.0,412,0.0,64,281,4.0,5.0,0.0,241,291.0,291.0,0.0,727,291,791.0,64.0,195,1,,6.0,4.0,10,2482.0,0.0,7689,2795.0,4894.0,37,,,,1118,1,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,,,10,4.0,6.0,10,2.0,4.0,6.0
1052121,55815,74760.0,434798.0,476204.0,6813.0,179971.0,842284,99.0,235687,16268,3003.0,13417.0,0.0,57516,4106.0,1574.0,788.0,87025,4106,322712.0,182966.0,43153,6389,0.0,152.0,331.0,483,244010.0,283.0,209837,92183.0,117654.0,20797,3848.0,0.0,34.0,339885,7730,25274.0,0.0,4648.0,0.0,288.0,52.0,9421.0,10865.0,2.0,0.0,483,331.0,152.0,49,67.0,31.0,18.0
113997,1685,821.0,3.0,111030.0,,3950.0,40176,0.0,16379,3229,527.0,0.0,158.0,9877,1149.0,570.0,25.0,8557,1149,24936.0,2541.0,8591,13,0.0,93.0,120.0,213,67530.0,0.0,73821,6041.0,67780.0,-259,3343.0,0.0,,25062,764,1755.0,0.0,1077.0,34.0,221.0,0.0,423.0,0.0,0.0,0.0,213,120.0,93.0,15,,10.0,5.0
13548,303,6.0,106.0,13131.0,,225.0,1495,0.0,225,393,64.0,53.0,1.0,641,325.0,324.0,1.0,1765,325,1990.0,145.0,693,0,0.0,14.0,10.0,24,3000.0,0.0,12053,10859.0,1194.0,461,110.0,0.0,,2775,1,794.0,0.0,460.0,0.0,0.0,0.0,334.0,0.0,1.0,0.0,24,10.0,14.0,2,,,2.0
15024,2002,55.0,95.0,12812.0,,0.0,6895,0.0,956,513,220.0,5.0,1.0,1934,253.0,247.0,5.0,6016,253,6972.0,956.0,3305,38,0.0,44.0,46.0,90,1500.0,0.0,8129,6394.0,1735.0,-60,228.0,0.0,0.0,7139,26,271.0,0.0,0.0,0.0,0.0,69.0,233.0,-31.0,0.0,0.0,90,46.0,44.0,90,,46.0,44.0
30202,434,2.0,788.0,28930.0,,743.0,19730,0.0,718,1453,280.0,0.0,0.0,1925,316.0,282.0,18.0,5814,316,6532.0,718.0,2156,0,0.0,52.0,63.0,115,17600.0,0.0,10472,8224.0,2248.0,180,249.0,0.0,,6994,34,1861.0,0.0,0.0,0.0,1861.0,0.0,0.0,0.0,0.0,0.0,115,63.0,52.0,7,51.0,3.0,4.0
12490,1396,360.0,992.0,3318.0,2333.0,8629.0,3358,0.0,21929,1045,419.0,1310.0,0.0,6152,462.0,411.0,32.0,5168,462,27097.0,7675.0,8397,2099,0.0,41.0,57.0,98,300.0,0.0,9132,9007.0,125.0,-677,,0.0,,26476,406,518.0,0.0,0.0,0.0,116.0,8.0,394.0,0.0,0.0,0.0,14,9.0,5.0,14,582.0,9.0,5.0
39738,6779,10781.0,2109.0,20006.0,,,1311,0.0,7150,351,138.0,0.0,0.0,6085,1327.0,1256.0,1.0,570,1327,7720.0,0.0,1112,34,,21.0,15.0,36,1515.0,0.0,38427,34053.0,4374.0,969,,,,9951,65,16.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,,,36,15.0,21.0,36,14.0,15.0,21.0
13763,22,12.0,,13729.0,,578.0,92,0.0,2126,358,56.0,0.0,0.0,514,613.0,504.0,1.0,159,613,2285.0,580.0,777,0,0.0,9.0,11.0,20,3859.0,0.0,13671,13620.0,51.0,-958,97.0,0.0,,1939,1,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,20,11.0,9.0,2,94.0,1.0,1.0
6860,1074,1730.0,145.0,3911.0,,4299.0,2389,0.0,5751,9,57.0,8.0,0.0,2090,89.0,80.0,0.0,2851,89,8602.0,4299.0,2133,6,0.0,100.0,50.0,150,1000.0,0.0,4471,4361.0,110.0,89,,0.0,48.0,8673,107,129.0,0.0,0.0,0.0,0.0,0.0,129.0,0.0,0.0,0.0,33,13.0,20.0,8,,3.0,5.0
